run_id,suite_id,scenario,seed,scale,contract_key,contract_id,was_ever_cured,cure_count,ever_relapsed,relapse_count,redefaulted
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,000fe70f027a8b874bc44a8510d11d0d,CTR_29e3fb70_0000998,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,0031063100b4dd9e14b17b3c23183cd8,CTR_29e3fb70_0001344,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,003e364523cc860c74fdcd43307370b4,CTR_29e3fb70_0000524,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,0043aea3416aa491c2e821d6c65429da,CTR_29e3fb70_0000704,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,0081fb9d6e120f9e4610a4f53e4164a3,CTR_29e3fb70_0000350,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,0097d58a91c0028d8533b504ec0f84bf,CTR_29e3fb70_0001867,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,00b6957a757afff4f447852e4cc9c61f,CTR_29e3fb70_0001274,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,01163f24bda9e13bb576a81624ee7073,CTR_29e3fb70_0000876,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,012eb18fc0c301bd4504fa3a21193a6f,CTR_29e3fb70_0002078,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,01608b1a672fad409e6031067214aef0,CTR_29e3fb70_0000268,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,016987be99c276fd4addee25249b71a2,CTR_29e3fb70_0000657,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,019e2dcff20dec0f0d95eab5db76b3d9,CTR_29e3fb70_0002376,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,01ad5fe31378df748a1c421af2ebe204,CTR_29e3fb70_0002591,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,01ff838a27d9e6bb082cfbb8758f2421,CTR_29e3fb70_0000392,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,0225cbddb8cb45bb596df0a70dae1af6,CTR_29e3fb70_0000587,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,02430ac15583e50d0726501eccd96ad7,CTR_29e3fb70_0002037,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,02447e88ac8c5dd5f38d91a50d8b5d4f,CTR_29e3fb70_0001467,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,025ba08d173e07f2c0c880823aacc825,CTR_29e3fb70_0001666,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,02796afea3367375cbf2b2d74f4f64b7,CTR_29e3fb70_0000975,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,029df19315294fe37f639263a60ec0e6,CTR_29e3fb70_0000703,False,0,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,02cc9014ca02cc0c7e0666fb9441e926,CTR_29e3fb70_0000111,True,1,False,0,False
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,02d56f271085c28f16302ef132b0b240,CTR_29e3fb70_0000666,False,0,False,0,False
